book_id,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,image_url,small_image_url,popularity,price
108,440241413,Sophie Kinsella,2000,Confessions of a Shopaholic,"Confessions of a Shopaholic (Shopaholic, #1)",eng,3.61,543658,558004,11170,https://images.gr-assets.com/books/1327872404m/9416.jpg,https://images.gr-assets.com/books/1327872404s/9416.jpg,5,47.01
109,451525264,"Victor Hugo, Lee Fahnestock, Norman MacAfee",1862,Les Mis??rables,Les Mis??rables,eng,4.14,513407,560132,12505,https://images.gr-assets.com/books/1411852091m/24280.jpg,https://images.gr-assets.com/books/1411852091s/24280.jpg,5,41.68
110,553381695,George R.R. Martin,1998,A Clash of Kings,"A Clash of Kings  (A Song of Ice and Fire, #2)",eng,4.4,523303,606765,20325,https://images.gr-assets.com/books/1358254974m/10572.jpg,https://images.gr-assets.com/books/1358254974s/10572.jpg,7,107.87
111,143037145,Kim Edwards,2005,The Memory Keeper's Daughter,The Memory Keeper's Daughter,eng,3.64,501430,510582,18027,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3,28.72
112,670026603,Jojo Moyes,2012,Me Before You,"Me Before You (Me Before You, #1)",eng,4.27,587647,741133,71412,https://images.gr-assets.com/books/1357108762m/15507958.jpg,https://images.gr-assets.com/books/1357108762s/15507958.jpg,10,56.13
113,684833395,Joseph Heller,1961,Catch-22,Catch-22,en-US,3.98,563265,582515,13734,https://images.gr-assets.com/books/1463157317m/168668.jpg,https://images.gr-assets.com/books/1463157317s/168668.jpg,4,60.96
114,751529818,"Mitch Albom, Saulius Dagys",1997,Tuesdays with Morrie,Tuesdays with Morrie,eng,4.06,556518,584397,19272,https://images.gr-assets.com/books/1423763749m/6900.jpg,https://images.gr-assets.com/books/1423763749s/6900.jpg,7,70.89
115,312422156,Jeffrey Eugenides,2002,Middlesex,Middlesex,en-US,3.98,488243,507998,20880,https://images.gr-assets.com/books/1437029776m/2187.jpg,https://images.gr-assets.com/books/1437029776s/2187.jpg,2,86.77
116,143039563,"Mark Twain, Guy Cardwell, John Seelye",1876,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,eng,3.89,555359,594226,7165,https://images.gr-assets.com/books/1404811979m/24583.jpg,https://images.gr-assets.com/books/1404811979s/24583.jpg,7,50.82
117,440498058,Madeleine L'Engle,1962,A Wrinkle in Time,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",en-US,4.04,615907,650094,19413,https://images.gr-assets.com/books/1329061522m/18131.jpg,https://images.gr-assets.com/books/1329061522s/18131.jpg,7,22.46
118,143038095,Amy Tan,1989,The Joy Luck Club,The Joy Luck Club,eng,3.9,515090,525243,6708,https://images.gr-assets.com/books/1304978653m/7763.jpg,https://images.gr-assets.com/books/1304978653s/7763.jpg,3,103.95
119,038549081X,Margaret Atwood,1985,The Handmaid's Tale,The Handmaid's Tale,eng,4.06,607889,683564,35925,https://images.gr-assets.com/books/1498057733m/38447.jpg,https://images.gr-assets.com/books/1498057733s/38447.jpg,8,77.1
120,385729332,Ann Brashares,2001,The Sisterhood of the Traveling Pants,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",eng,3.75,525706,536604,6477,https://images.gr-assets.com/books/1461611233m/452306.jpg,https://images.gr-assets.com/books/1461611233s/452306.jpg,4,6.28
121,,"Vladimir Nabokov, Craig Raine",1955,Lolita,Lolita,eng,3.88,469836,517990,18107,https://images.gr-assets.com/books/1377756377m/7604.jpg,https://images.gr-assets.com/books/1377756377s/7604.jpg,6,17.11
122,60987103,"Gregory Maguire, Douglas Smith",1995,Wicked: The Life and Times of the Wicked Witch of the West,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",eng,3.52,506900,525498,22926,https://images.gr-assets.com/books/1437733293m/37442.jpg,https://images.gr-assets.com/books/1437733293s/37442.jpg,10,73.5
123,582418275,John Grisham,1991,The Firm,"The Firm (Penguin Readers, Level 5)",eng,3.99,488269,488355,3139,https://images.gr-assets.com/books/1418465200m/5358.jpg,https://images.gr-assets.com/books/1418465200s/5358.jpg,8,47.73
124,316098337,Emma Donoghue,2010,Room,Room,eng,4.03,511360,556327,42254,https://images.gr-assets.com/books/1344265419m/7937843.jpg,https://images.gr-assets.com/books/1344265419s/7937843.jpg,8,85.62
125,521618746,"William Shakespeare, Richard Andrews, Rex Gibson",1600,"The Tragicall Historie of Hamlet, Prince of Denmark",Hamlet,eng,4,515820,576894,8889,https://images.gr-assets.com/books/1351051208m/1420.jpg,https://images.gr-assets.com/books/1351051208s/1420.jpg,2,35.51
126,340839937,Frank Herbert,1965,Dune,Dune (Dune Chronicles #1),eng,4.19,485032,525976,13239,https://images.gr-assets.com/books/1434908555m/234225.jpg,https://images.gr-assets.com/books/1434908555s/234225.jpg,4,2.66
127,316346624,Malcolm Gladwell,2000,The Tipping Point: How Little Things Can Make a Big Difference,The Tipping Point: How Little Things Can Make a Big Difference,eng,3.92,490504,499066,10895,https://images.gr-assets.com/books/1473396980m/2612.jpg,https://images.gr-assets.com/books/1473396980s/2612.jpg,1,1.51
128,1451648537,Walter Isaacson,2011,Steve Jobs,Steve Jobs,eng,4.09,560715,579256,15198,https://images.gr-assets.com/books/1327861368m/11084145.jpg,https://images.gr-assets.com/books/1327861368s/11084145.jpg,6,48.91
129,451163966,Ken Kesey,1962,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,eng,4.18,491642,514458,7855,https://images.gr-assets.com/books/1485308778m/332613.jpg,https://images.gr-assets.com/books/1485308778s/332613.jpg,3,21.05
130,684830493,Ernest Hemingway,1952,The Old Man and the Sea,The Old Man and the Sea,eng,3.73,520630,574328,16716,https://images.gr-assets.com/books/1329189714m/2165.jpg,https://images.gr-assets.com/books/1329189714s/2165.jpg,3,100.25
131,142000663,John Steinbeck,1939,The Grapes of Wrath,The Grapes of Wrath,eng,3.92,322321,553352,12991,https://images.gr-assets.com/books/1352912927m/4395.jpg,https://images.gr-assets.com/books/1352912927s/4395.jpg,6,11.16
132,1401308589,Mitch Albom,2003,The Five People You Meet in Heaven,The Five People You Meet in Heaven,,3.9,449501,474699,16682,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8,2.38
133,451528824,L.M. Montgomery,1908,Anne of Green Gables,"Anne of Green Gables (Anne of Green Gables, #1)",eng,4.23,502247,533352,14041,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3,11.45
134,1416914307,Cassandra Clare,2009,City of Glass,"City of Glass (The Mortal Instruments, #3)",en-US,4.34,593173,630560,22736,https://images.gr-assets.com/books/1369452339m/3777732.jpg,https://images.gr-assets.com/books/1369452339s/3777732.jpg,7,36.33
135,055357342X,George R.R. Martin,2000,A Storm of Swords,"A Storm of Swords (A Song of Ice and Fire, #3)",eng,4.54,469022,527644,19497,https://images.gr-assets.com/books/1497931121m/62291.jpg,https://images.gr-assets.com/books/1497931121s/62291.jpg,5,23.32
136,006075995X,Rebecca Wells,1996,Divine Secrets of the Ya-Ya Sisterhood,Divine Secrets of the Ya-Ya Sisterhood,en-US,3.79,465676,470508,3867,https://images.gr-assets.com/books/1408313524m/137791.jpg,https://images.gr-assets.com/books/1408313524s/137791.jpg,7,26.22
137,440242940,Diana Gabaldon,1991,Outlander,"Outlander (Outlander, #1)",eng,4.2,515547,578842,36707,https://images.gr-assets.com/books/1402600310m/10964.jpg,https://images.gr-assets.com/books/1402600310s/10964.jpg,5,76.74
138,142437263,"Nathaniel Hawthorne, Thomas E. Connolly, Nina Baym",1850,The Scarlet Letter,The Scarlet Letter,eng,3.37,509883,559246,11428,https://images.gr-assets.com/books/1404810944m/12296.jpg,https://images.gr-assets.com/books/1404810944s/12296.jpg,6,108.56
139,1594744769,Ransom Riggs,2011,Miss PeregrineÉ??s Home for Peculiar Children,"Miss PeregrineÉ??s Home for Peculiar Children (Miss PeregrineÉ??s Peculiar Children, #1)",en-US,3.89,613674,672222,53569,https://images.gr-assets.com/books/1472782916m/9460487.jpg,https://images.gr-assets.com/books/1472782916s/9460487.jpg,10,87.6
140,030726999X,"Stieg Larsson, Reg Keeland",2007,Luftslottet som spr??ngdes,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",en-US,4.2,443951,526791,26766,https://images.gr-assets.com/books/1327708260m/6892870.jpg,https://images.gr-assets.com/books/1327708260s/6892870.jpg,1,10.38
141,804139024,Andy Weir,2012,The Martian,The Martian,eng,4.39,423344,529702,61298,https://images.gr-assets.com/books/1413706054m/18007564.jpg,https://images.gr-assets.com/books/1413706054s/18007564.jpg,9,98.89
142,451207149,Ken Follett,1989,The Pillars of the Earth,"The Pillars of the Earth (The Kingsbridge Series, #1)",eng,4.29,462517,495893,26283,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,5,38.43
143,1476746583,Anthony Doerr,2014,,All the Light We Cannot See,eng,4.31,470001,547827,53413,https://images.gr-assets.com/books/1451445646m/18143977.jpg,https://images.gr-assets.com/books/1451445646s/18143977.jpg,2,96.51
144,1400064163,Laura Hillenbrand,2010,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Unbroken: A World War II Story of Survival, Resilience, and Redemption",eng,4.4,487775,528552,41572,https://images.gr-assets.com/books/1327861115m/8664353.jpg,https://images.gr-assets.com/books/1327861115s/8664353.jpg,1,71.72
145,671027387,Dan Brown,2001,Deception Point,Deception Point,eng,3.67,455610,479733,7798,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6,81.84
146,316055433,Donna Tartt,2013,The Goldfinch,The Goldfinch,eng,3.87,396756,463847,44631,https://images.gr-assets.com/books/1451554970m/17333223.jpg,https://images.gr-assets.com/books/1451554970s/17333223.jpg,8,26.49
147,1595141715,Jay Asher,2007,Thirteen Reasons Why,Thirteen Reasons Why,eng,4.02,463783,571281,43467,https://images.gr-assets.com/books/1333822506m/1217100.jpg,https://images.gr-assets.com/books/1333822506s/1217100.jpg,9,62.58
148,452287022,Tracy Chevalier,1999,Girl with a Pearl Earring,Girl with a Pearl Earring,eng,3.85,467577,492177,8011,https://images.gr-assets.com/books/1327197580m/2865.jpg,https://images.gr-assets.com/books/1327197580s/2865.jpg,9,18.72
149,525421033,Gayle Forman,2009,If I Stay,"If I Stay (If I Stay, #1)",en-US,3.96,503527,567087,34959,https://images.gr-assets.com/books/1347462970m/4374400.jpg,https://images.gr-assets.com/books/1347462970s/4374400.jpg,2,69.24
150,312353766,Anita Diamant,1997,The Red Tent,The Red Tent,en-US,4.16,424981,449217,17234,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2,39.95
151,786856866,Rick Riordan,2006,The Sea of Monsters,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",eng,4.23,514932,550512,20097,https://images.gr-assets.com/books/1400602661m/28186.jpg,https://images.gr-assets.com/books/1400602661s/28186.jpg,2,91.03
152,446528056,Nicholas Sparks,2006,Dear John,Dear John,en-US,4.01,441062,454781,10626,https://images.gr-assets.com/books/1397749854m/5526.jpg,https://images.gr-assets.com/books/1397749854s/5526.jpg,3,50.92
153,1416914293,Cassandra Clare,2008,City of Ashes,"City of Ashes (The Mortal Instruments, #2)",eng,4.21,541117,586008,23643,https://images.gr-assets.com/books/1432730356m/1582996.jpg,https://images.gr-assets.com/books/1432730356s/1582996.jpg,9,30.82
154,743477103,William Shakespeare,1606,The Tragedy of Macbeth,Macbeth,eng,3.88,496018,524826,7609,https://images.gr-assets.com/books/1459795224m/8852.jpg,https://images.gr-assets.com/books/1459795224s/8852.jpg,4,73.07
155,618346260,J.R.R. Tolkien,1954,The Two Towers,"The Two Towers (The Lord of the Rings, #2)",en-US,4.42,480446,532209,6980,https://images.gr-assets.com/books/1298415523m/15241.jpg,https://images.gr-assets.com/books/1298415523s/15241.jpg,10,64.46
156,031232118X,Emily Giffin,2004,Something Borrowed,"Something Borrowed (Darcy & Rachel, #1)",eng,3.83,403601,435189,11567,https://images.gr-assets.com/books/1305063535m/42156.jpg,https://images.gr-assets.com/books/1305063535s/42156.jpg,9,52.77
157,394800168,"Dr. Seuss, ???ê?? ?ˇ?ê????",1960,Green Eggs and Ham,Green Eggs and Ham,en-US,4.29,457475,461041,7370,https://images.gr-assets.com/books/1468680100m/23772.jpg,https://images.gr-assets.com/books/1468680100s/23772.jpg,9,11.55
158,142403881,"Roald Dahl, Quentin Blake",1964,Charlie and the Chocolate Factory,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",eng,4.1,453959,494747,8473,https://images.gr-assets.com/books/1309211401m/6310.jpg,https://images.gr-assets.com/books/1309211401s/6310.jpg,5,9.62
159,1423101464,Rick Riordan,2008,The Battle of the Labyrinth,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",eng,4.39,508214,537708,14098,https://images.gr-assets.com/books/1443142158m/2120932.jpg,https://images.gr-assets.com/books/1443142158s/2120932.jpg,4,31.31
160,192833596,Charles Dickens,1860,Great Expectations,Great Expectations,eng,3.75,459247,507187,12311,https://images.gr-assets.com/books/1327920219m/2623.jpg,https://images.gr-assets.com/books/1327920219s/2623.jpg,3,32.29
161,345339738,J.R.R. Tolkien,1955,The Return of the King,"The Return of the King (The Lord of the Rings, #3)",en-US,4.51,463959,510537,6644,https://images.gr-assets.com/books/1389977161m/18512.jpg,https://images.gr-assets.com/books/1389977161s/18512.jpg,4,4.22
162,,"Albert Camus, Matthew    Ward",1942,LÉ????tranger,The Stranger,eng,3.96,420600,483623,14836,https://images.gr-assets.com/books/1349927872m/49552.jpg,https://images.gr-assets.com/books/1349927872s/49552.jpg,9,14.65
163,142311339X,Rick Riordan,2010,The Lost Hero,"The Lost Hero (The Heroes of Olympus, #1)",eng,4.35,271576,489495,17107,https://images.gr-assets.com/books/1464201003m/7736182.jpg,https://images.gr-assets.com/books/1464201003s/7736182.jpg,9,33.53
164,1250012570,Rainbow Rowell,2013,Eleanor & Park,Eleanor & Park,eng,4.11,514312,579753,53005,https://images.gr-assets.com/books/1341952742m/15745753.jpg,https://images.gr-assets.com/books/1341952742s/15745753.jpg,7,89.39
165,055358202X,George R.R. Martin,2005,A Feast for Crows,"A Feast for Crows (A Song of Ice and Fire, #4)",en-US,4.1,428186,481130,18876,https://images.gr-assets.com/books/1429538615m/13497.jpg,https://images.gr-assets.com/books/1429538615s/13497.jpg,5,72.24
166,525423648,Ally Condie,2010,Matched,"Matched (Matched, #1)",eng,3.68,511815,530680,30226,https://images.gr-assets.com/books/1367706191m/7735333.jpg,https://images.gr-assets.com/books/1367706191s/7735333.jpg,1,73.47
167,747263744,Neil Gaiman,2001,American Gods,"American Gods (American Gods, #1)",eng,4.11,378019,518343,27587,https://images.gr-assets.com/books/1258417001m/4407.jpg,https://images.gr-assets.com/books/1258417001s/4407.jpg,9,92.57
168,385199570,"Stephen King, Bernie Wrightson",1978,The Stand,The Stand,en-US,4.34,438832,469953,13808,https://images.gr-assets.com/books/1213131305m/149267.jpg,https://images.gr-assets.com/books/1213131305s/149267.jpg,3,15.48
169,446547565,Nicholas Sparks,2008,The Last Song,The Last Song,en-GB,4.14,424637,438429,11051,https://images.gr-assets.com/books/1286549186m/6400090.jpg,https://images.gr-assets.com/books/1286549186s/6400090.jpg,5,90.8
170,552151696,Dan Brown,1998,Digital Fortress,Digital Fortress,en-GB,3.6,423019,447503,7538,https://images.gr-assets.com/books/1360095966m/11125.jpg,https://images.gr-assets.com/books/1360095966s/11125.jpg,3,44.65
171,141439580,"Jane Austen, Fiona Stafford",1815,Emma,Emma,eng,3.99,459826,497949,11724,https://images.gr-assets.com/books/1373627931m/6969.jpg,https://images.gr-assets.com/books/1373627931s/6969.jpg,8,107.52
172,345803922,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877,?ê?´?´?¯ ???¯•??Ê?´???´?¯,Anna Karenina,eng,4.02,297472,472796,18064,https://images.gr-assets.com/books/1352422904m/15823480.jpg,https://images.gr-assets.com/books/1352422904s/15823480.jpg,2,14.25
173,393312836,Anthony Burgess,1962,A Clockwork Orange,A Clockwork Orange,eng,3.98,431195,454391,9958,https://images.gr-assets.com/books/1348339306m/227463.jpg,https://images.gr-assets.com/books/1348339306s/227463.jpg,8,35.06
174,964729237,William Paul Young,2007,The Shack: Where Tragedy Confronts Eternity,The Shack,eng,3.74,419539,438292,29377,https://images.gr-assets.com/books/1344270232m/1812457.jpg,https://images.gr-assets.com/books/1344270232s/1812457.jpg,1,109.73
175,739380338,Rick Riordan,2009,The Last Olympian,"The Last Olympian (Percy Jackson and the Olympians, #5)",eng,4.5,397500,499510,17693,https://images.gr-assets.com/books/1327924597m/4502507.jpg,https://images.gr-assets.com/books/1327924597s/4502507.jpg,4,59.97
176,451169514,Stephen King,1986,It,It,en-US,4.18,292592,479381,11698,https://images.gr-assets.com/books/1309376909m/18342.jpg,https://images.gr-assets.com/books/1309376909s/18342.jpg,9,37.86
177,143058142,"Fyodor Dostoyevsky, David McDuff",1866,??•??Ê•Å•?•ü?®?Ø?Ê?´???Ê ?? ?´?¯?ß?¯?˙?¯?´???Ê,Crime and Punishment,eng,4.18,380903,444675,12605,https://images.gr-assets.com/books/1382846449m/7144.jpg,https://images.gr-assets.com/books/1382846449s/7144.jpg,5,48.3
178,61148512,Sylvia Plath,1963,The Bell Jar,The Bell Jar,en-US,3.98,401605,442157,15963,https://images.gr-assets.com/books/1473890514m/6514.jpg,https://images.gr-assets.com/books/1473890514s/6514.jpg,6,99.49
179,7205236,Frank McCourt,1996,Angela's Ashes: A Memoir,"Angela's Ashes (Frank McCourt, #1)",eng,4.07,392103,419746,9798,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8,78.23
180,553208845,"Hermann Hesse, Hilda Rosner",1922,Siddhartha,Siddhartha,eng,3.99,372099,418653,11518,https://images.gr-assets.com/books/1428715580m/52036.jpg,https://images.gr-assets.com/books/1428715580s/52036.jpg,5,53.68
